Passenger_Name__c,Title__c,Survived__c,Travel_Class__c,Sex__c,Age__c,Age_Group__c,Port_of_Embarkation__c,Fare__c,Fare_Category__c,Deck__c,Cabin__c,Ticket_Number__c,Siblings_Spouses__c,Parents_Children__c,Family_Group__c,Had_Lifeboat__c,Lifeboat__c,Home_Destination__c
"Dimic, Mr. Jovan",Mr,No,Third,Male,42,Middle Aged,Southampton,8.6625,Budget,Unknown,,315088,0,0,Solo,No,,
"Dintcheff, Mr. Valtcho",Mr,No,Third,Male,43,Middle Aged,Southampton,7.8958,Budget,Unknown,,349226,0,0,Solo,No,,
"Doharr, Mr. Tannous",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2686,0,0,Solo,No,,
"Dooley, Mr. Patrick",Mr,No,Third,Male,32,Young Adult,Queenstown,7.7500,Budget,Unknown,,370376,0,0,Solo,No,,"Ireland New York, NY"
"Dorking, Mr. Edward Arthur",Mr,Yes,Third,Male,19,Teen,Southampton,8.0500,Budget,Unknown,,A/5. 10482,0,0,Solo,Yes,B,"England Oglesby, IL"
"Dowdell, Miss. Elizabeth",Miss,Yes,Third,Female,30,Young Adult,Southampton,12.4750,Standard,Unknown,,364516,0,0,Solo,Yes,13,"Union Hill, NJ"
"Doyle, Miss. Elizabeth",Miss,No,Third,Female,24,Young Adult,Queenstown,7.7500,Budget,Unknown,,368702,0,0,Solo,No,,"Ireland New York, NY"
"Drapkin, Miss. Jennie",Miss,Yes,Third,Female,23,Young Adult,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 392083,0,0,Solo,No,,"London New York, NY"
"Drazenoic, Mr. Jozef",Mr,No,Third,Male,33,Young Adult,Cherbourg,7.8958,Budget,Unknown,,349241,0,0,Solo,No,,"Austria Niagara Falls, NY"
"Duane, Mr. Frank",Mr,No,Third,Male,65,Senior,Queenstown,7.7500,Budget,Unknown,,336439,0,0,Solo,No,,
"Duquemin, Mr. Joseph",Mr,Yes,Third,Male,24,Young Adult,Southampton,7.5500,Budget,Unknown,,S.O./P.P. 752,0,0,Solo,Yes,D,"England Albion, NY"
"Dyker, Mr. Adolf Fredrik",Mr,No,Third,Male,23,Young Adult,Southampton,13.9000,Standard,Unknown,,347072,1,0,Small Family,No,,"West Haven, CT"
"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Mrs,Yes,Third,Female,22,Young Adult,Southampton,13.9000,Standard,Unknown,,347072,1,0,Small Family,Yes,16,"West Haven, CT"
"Edvardsson, Mr. Gustaf Hjalmar",Mr,No,Third,Male,18,Teen,Southampton,7.7750,Budget,Unknown,,349912,0,0,Solo,No,,"Tofta, Sweden Joliet, IL"
"Eklund, Mr. Hans Linus",Mr,No,Third,Male,16,Teen,Southampton,7.7750,Budget,Unknown,,347074,0,0,Solo,No,,"Karberg, Sweden Jerome Junction, AZ"
"Ekstrom, Mr. Johan",Mr,No,Third,Male,45,Middle Aged,Southampton,6.9750,Budget,Unknown,,347061,0,0,Solo,No,,"Effington Rut, SD"
"Elias, Mr. Dibo",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2674,0,0,Solo,No,,
"Elias, Mr. Joseph",Mr,No,Third,Male,39,Middle Aged,Cherbourg,7.2292,Budget,Unknown,,2675,0,2,Small Family,No,,"Syria Ottawa, ON"
"Elias, Mr. Joseph Jr",Mr,No,Third,Male,17,Teen,Cherbourg,7.2292,Budget,Unknown,,2690,1,1,Small Family,No,,
"Elias, Mr. Tannous",Mr,No,Third,Male,15,Teen,Cherbourg,7.2292,Budget,Unknown,,2695,1,1,Small Family,No,,Syria
"Elsbury, Mr. William James",Mr,No,Third,Male,47,Middle Aged,Southampton,7.2500,Budget,Unknown,,A/5 3902,0,0,Solo,No,,"Illinois, USA"
"Emanuel, Miss. Virginia Ethel",Miss,Yes,Third,Female,5,Child,Southampton,12.4750,Standard,Unknown,,364516,0,0,Solo,Yes,13,"New York, NY"
"Emir, Mr. Farred Chehab",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2631,0,0,Solo,No,,
"Everett, Mr. Thomas James",Mr,No,Third,Male,40.5,Middle Aged,Southampton,15.1000,Standard,Unknown,,C.A. 6212,0,0,Solo,No,,
"Farrell, Mr. James",Mr,No,Third,Male,40.5,Middle Aged,Queenstown,7.7500,Budget,Unknown,,367232,0,0,Solo,No,,"Aughnacliff, Co Longford, Ireland New York, NY"
"Finoli, Mr. Luigi",Mr,Yes,Third,Male,,Unknown,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101308,0,0,Solo,Yes,15,"Italy Philadelphia, PA"
"Fischer, Mr. Eberhard Thelander",Mr,No,Third,Male,18,Teen,Southampton,7.7958,Budget,Unknown,,350036,0,0,Solo,No,,
"Fleming, Miss. Honora",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,364859,0,0,Solo,No,,
"Flynn, Mr. James",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,364851,0,0,Solo,No,,
"Flynn, Mr. John",Mr,No,Third,Male,,Unknown,Queenstown,6.9500,Budget,Unknown,,368323,0,0,Solo,No,,
"Foley, Mr. Joseph",Mr,No,Third,Male,26,Young Adult,Queenstown,7.8792,Budget,Unknown,,330910,0,0,Solo,No,,"Ireland Chicago, IL"
"Foley, Mr. William",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,365235,0,0,Solo,No,,Ireland
"Foo, Mr. Choong",Mr,Yes,Third,Male,,Unknown,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,13,"Hong Kong New York, NY"
"Ford, Miss. Doolina Margaret ""Daisy""",Miss,No,Third,Female,21,Young Adult,Southampton,34.3750,Premium,Unknown,,W./C. 6608,2,2,Large Family,No,,"Rotherfield, Sussex, England Essex Co, MA"
"Ford, Miss. Robina Maggie ""Ruby""",Miss,No,Third,Female,9,Child,Southampton,34.3750,Premium,Unknown,,W./C. 6608,2,2,Large Family,No,,"Rotherfield, Sussex, England Essex Co, MA"
"Ford, Mr. Arthur",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,A/5 1478,0,0,Solo,No,,"Bridgwater, Somerset, England"
"Ford, Mr. Edward Watson",Mr,No,Third,Male,18,Teen,Southampton,34.3750,Premium,Unknown,,W./C. 6608,2,2,Large Family,No,,"Rotherfield, Sussex, England Essex Co, MA"
"Ford, Mr. William Neal",Mr,No,Third,Male,16,Teen,Southampton,34.3750,Premium,Unknown,,W./C. 6608,1,3,Large Family,No,,"Rotherfield, Sussex, England Essex Co, MA"
"Ford, Mrs. Edward (Margaret Ann Watson)",Mrs,No,Third,Female,48,Middle Aged,Southampton,34.3750,Premium,Unknown,,W./C. 6608,1,3,Large Family,No,,"Rotherfield, Sussex, England Essex Co, MA"
"Fox, Mr. Patrick",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,368573,0,0,Solo,No,,"Ireland New York, NY"
"Franklin, Mr. Charles (Charles Fardon)",Mr,No,Third,Male,,Unknown,Southampton,7.2500,Budget,Unknown,,SOTON/O.Q. 3101314,0,0,Solo,No,,
"Gallagher, Mr. Martin",Mr,No,Third,Male,25,Young Adult,Queenstown,7.7417,Budget,Unknown,,36864,0,0,Solo,No,,"New York, NY"
"Garfirth, Mr. John",Mr,No,Third,Male,,Unknown,Southampton,14.5000,Standard,Unknown,,358585,0,0,Solo,No,,
"Gheorgheff, Mr. Stanio",Mr,No,Third,Male,,Unknown,Cherbourg,7.8958,Budget,Unknown,,349254,0,0,Solo,No,,
"Gilinski, Mr. Eliezer",Mr,No,Third,Male,22,Young Adult,Southampton,8.0500,Budget,Unknown,,14973,0,0,Solo,No,,
"Gilnagh, Miss. Katherine ""Katie""",Miss,Yes,Third,Female,16,Teen,Queenstown,7.7333,Budget,Unknown,,35851,0,0,Solo,Yes,16,"Co Longford, Ireland New York, NY"
"Glynn, Miss. Mary Agatha",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,335677,0,0,Solo,Yes,13,"Co Clare, Ireland Washington, DC"
"Goldsmith, Master. Frank John William ""Frankie""",Master,Yes,Third,Male,9,Child,Southampton,20.5250,Standard,Unknown,,363291,0,2,Small Family,Yes,C D,"Strood, Kent, England Detroit, MI"
"Goldsmith, Mr. Frank John",Mr,No,Third,Male,33,Young Adult,Southampton,20.5250,Standard,Unknown,,363291,1,1,Small Family,No,,"Strood, Kent, England Detroit, MI"
"Goldsmith, Mr. Nathan",Mr,No,Third,Male,41,Middle Aged,Southampton,7.8500,Budget,Unknown,,SOTON/O.Q. 3101263,0,0,Solo,No,,"Philadelphia, PA"
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mrs,Yes,Third,Female,31,Young Adult,Southampton,20.5250,Standard,Unknown,,363291,1,1,Small Family,Yes,C D,"Strood, Kent, England Detroit, MI"
"Goncalves, Mr. Manuel Estanslas",Mr,No,Third,Male,38,Middle Aged,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101306,0,0,Solo,No,,Portugal
"Goodwin, Master. Harold Victor",Master,No,Third,Male,9,Child,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Master. Sidney Leonard",Master,No,Third,Male,1,Child,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Master. William Frederick",Master,No,Third,Male,11,Child,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Miss. Jessie Allis",Miss,No,Third,Female,10,Child,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Miss. Lillian Amy",Miss,No,Third,Female,16,Teen,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Mr. Charles Edward",Mr,No,Third,Male,14,Teen,Southampton,46.9000,Premium,Unknown,,CA 2144,5,2,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Mr. Charles Frederick",Mr,No,Third,Male,40,Middle Aged,Southampton,46.9000,Premium,Unknown,,CA 2144,1,6,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Goodwin, Mrs. Frederick (Augusta Tyler)",Mrs,No,Third,Female,43,Middle Aged,Southampton,46.9000,Premium,Unknown,,CA 2144,1,6,Large Family,No,,"Wiltshire, England Niagara Falls, NY"
"Green, Mr. George Henry",Mr,No,Third,Male,51,Middle Aged,Southampton,8.0500,Budget,Unknown,,21440,0,0,Solo,No,,"Dorking, Surrey, England"
"Gronnestad, Mr. Daniel Danielsen",Mr,No,Third,Male,32,Young Adult,Southampton,8.3625,Budget,Unknown,,8471,0,0,Solo,No,,"Foresvik, Norway Portland, ND"
"Guest, Mr. Robert",Mr,No,Third,Male,,Unknown,Southampton,8.0500,Budget,Unknown,,376563,0,0,Solo,No,,
"Gustafsson, Mr. Alfred Ossian",Mr,No,Third,Male,20,Young Adult,Southampton,9.8458,Budget,Unknown,,7534,0,0,Solo,No,,"Waukegan, Chicago, IL"
"Gustafsson, Mr. Anders Vilhelm",Mr,No,Third,Male,37,Middle Aged,Southampton,7.9250,Budget,Unknown,,3101276,2,0,Small Family,No,,"Ruotsinphytaa, Finland New York, NY"
"Gustafsson, Mr. Johan Birger",Mr,No,Third,Male,28,Young Adult,Southampton,7.9250,Budget,Unknown,,3101277,2,0,Small Family,No,,"Ruotsinphytaa, Finland New York, NY"
"Gustafsson, Mr. Karl Gideon",Mr,No,Third,Male,19,Teen,Southampton,7.7750,Budget,Unknown,,347069,0,0,Solo,No,,"Myren, Sweden New York, NY"
"Haas, Miss. Aloisia",Miss,No,Third,Female,24,Young Adult,Southampton,8.8500,Budget,Unknown,,349236,0,0,Solo,No,,
"Hagardon, Miss. Kate",Miss,No,Third,Female,17,Teen,Queenstown,7.7333,Budget,Unknown,,AQ/3. 30631,0,0,Solo,No,,
"Hagland, Mr. Ingvald Olai Olsen",Mr,No,Third,Male,,Unknown,Southampton,19.9667,Standard,Unknown,,65303,1,0,Small Family,No,,
"Hagland, Mr. Konrad Mathias Reiersen",Mr,No,Third,Male,,Unknown,Southampton,19.9667,Standard,Unknown,,65304,1,0,Small Family,No,,
"Hakkarainen, Mr. Pekka Pietari",Mr,No,Third,Male,28,Young Adult,Southampton,15.8500,Standard,Unknown,,STON/O2. 3101279,1,0,Small Family,No,,
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Mrs,Yes,Third,Female,24,Young Adult,Southampton,15.8500,Standard,Unknown,,STON/O2. 3101279,1,0,Small Family,Yes,15,
"Hampe, Mr. Leon",Mr,No,Third,Male,20,Young Adult,Southampton,9.5000,Budget,Unknown,,345769,0,0,Solo,No,,
"Hanna, Mr. Mansour",Mr,No,Third,Male,23.5,Young Adult,Cherbourg,7.2292,Budget,Unknown,,2693,0,0,Solo,No,,
"Hansen, Mr. Claus Peter",Mr,No,Third,Male,41,Middle Aged,Southampton,14.1083,Standard,Unknown,,350026,2,0,Small Family,No,,
"Hansen, Mr. Henrik Juul",Mr,No,Third,Male,26,Young Adult,Southampton,7.8542,Budget,Unknown,,350025,1,0,Small Family,No,,
"Hansen, Mr. Henry Damsgaard",Mr,No,Third,Male,21,Young Adult,Southampton,7.8542,Budget,Unknown,,350029,0,0,Solo,No,,
"Hansen, Mrs. Claus Peter (Jennie L Howard)",Mrs,Yes,Third,Female,45,Middle Aged,Southampton,14.1083,Standard,Unknown,,350026,1,0,Small Family,Yes,11,
"Harknett, Miss. Alice Phoebe",Miss,No,Third,Female,,Unknown,Southampton,7.5500,Budget,Unknown,,W./C. 6609,0,0,Solo,No,,
"Harmer, Mr. Abraham (David Lishin)",Mr,No,Third,Male,25,Young Adult,Southampton,7.2500,Budget,Unknown,,374887,0,0,Solo,Yes,B,
"Hart, Mr. Henry",Mr,No,Third,Male,,Unknown,Queenstown,6.8583,Budget,Unknown,,394140,0,0,Solo,No,,
"Hassan, Mr. Houssein G N",Mr,No,Third,Male,11,Child,Cherbourg,18.7875,Standard,Unknown,,2699,0,0,Solo,No,,
"Healy, Miss. Hanora ""Nora""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,370375,0,0,Solo,Yes,16,
"Hedman, Mr. Oskar Arvid",Mr,Yes,Third,Male,27,Young Adult,Southampton,6.9750,Budget,Unknown,,347089,0,0,Solo,Yes,15,
"Hee, Mr. Ling",Mr,Yes,Third,Male,,Unknown,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,C,
"Hegarty, Miss. Hanora ""Nora""",Miss,No,Third,Female,18,Teen,Queenstown,6.7500,Budget,Unknown,,365226,0,0,Solo,No,,
"Heikkinen, Miss. Laina",Miss,Yes,Third,Female,26,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O2. 3101282,0,0,Solo,No,,
"Heininen, Miss. Wendla Maria",Miss,No,Third,Female,23,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O2. 3101290,0,0,Solo,No,,
"Hellstrom, Miss. Hilda Maria",Miss,Yes,Third,Female,22,Young Adult,Southampton,8.9625,Budget,Unknown,,7548,0,0,Solo,Yes,C,
"Hendekovic, Mr. Ignjac",Mr,No,Third,Male,28,Young Adult,Southampton,7.8958,Budget,Unknown,,349243,0,0,Solo,No,,
"Henriksson, Miss. Jenny Lovisa",Miss,No,Third,Female,28,Young Adult,Southampton,7.7750,Budget,Unknown,,347086,0,0,Solo,No,,
"Henry, Miss. Delia",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,382649,0,0,Solo,No,,
"Hirvonen, Miss. Hildur E",Miss,Yes,Third,Female,2,Child,Southampton,12.2875,Standard,Unknown,,3101298,0,1,Small Family,Yes,15,
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",Mrs,Yes,Third,Female,22,Young Adult,Southampton,12.2875,Standard,Unknown,,3101298,1,1,Small Family,Yes,15,
"Holm, Mr. John Fredrik Alexander",Mr,No,Third,Male,43,Middle Aged,Southampton,6.4500,Budget,Unknown,,C 7075,0,0,Solo,No,,
"Holthen, Mr. Johan Martin",Mr,No,Third,Male,28,Young Adult,Southampton,22.5250,Standard,Unknown,,C 4001,0,0,Solo,No,,
"Honkanen, Miss. Eliina",Miss,Yes,Third,Female,27,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O2. 3101283,0,0,Solo,No,,
"Horgan, Mr. John",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,370377,0,0,Solo,No,,
"Howard, Miss. May Elizabeth",Miss,Yes,Third,Female,,Unknown,Southampton,8.0500,Budget,Unknown,,A. 2. 39186,0,0,Solo,Yes,C,
"Humblen, Mr. Adolf Mathias Nicolai Olsen",Mr,No,Third,Male,42,Middle Aged,Southampton,7.6500,Budget,F,F G63,348121,0,0,Solo,No,,
"Hyman, Mr. Abraham",Mr,Yes,Third,Male,,Unknown,Southampton,7.8875,Budget,Unknown,,3470,0,0,Solo,Yes,C,
"Ibrahim Shawah, Mr. Yousseff",Mr,No,Third,Male,30,Young Adult,Cherbourg,7.2292,Budget,Unknown,,2685,0,0,Solo,No,,
"Ilieff, Mr. Ylio",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349220,0,0,Solo,No,,
"Ilmakangas, Miss. Ida Livija",Miss,No,Third,Female,27,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O2. 3101270,1,0,Small Family,No,,
"Ilmakangas, Miss. Pieta Sofia",Miss,No,Third,Female,25,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O2. 3101271,1,0,Small Family,No,,
"Ivanoff, Mr. Kanio",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349201,0,0,Solo,No,,
"Jalsevac, Mr. Ivan",Mr,Yes,Third,Male,29,Young Adult,Cherbourg,7.8958,Budget,Unknown,,349240,0,0,Solo,Yes,15,
"Jansson, Mr. Carl Olof",Mr,Yes,Third,Male,21,Young Adult,Southampton,7.7958,Budget,Unknown,,350034,0,0,Solo,Yes,A,
"Jardin, Mr. Jose Neto",Mr,No,Third,Male,,Unknown,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101305,0,0,Solo,No,,
"Jensen, Mr. Hans Peder",Mr,No,Third,Male,20,Young Adult,Southampton,7.8542,Budget,Unknown,,350050,0,0,Solo,No,,
"Jensen, Mr. Niels Peder",Mr,No,Third,Male,48,Middle Aged,Southampton,7.8542,Budget,Unknown,,350047,0,0,Solo,No,,
"Jensen, Mr. Svend Lauritz",Mr,No,Third,Male,17,Teen,Southampton,7.0542,Budget,Unknown,,350048,1,0,Small Family,No,,
"Jermyn, Miss. Annie",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,14313,0,0,Solo,Yes,D,
"Johannesen-Bratthammer, Mr. Bernt",Mr,Yes,Third,Male,,Unknown,Southampton,8.1125,Budget,Unknown,,65306,0,0,Solo,Yes,13,
"Johanson, Mr. Jakob Alfred",Mr,No,Third,Male,34,Young Adult,Southampton,6.4958,Budget,Unknown,,3101264,0,0,Solo,No,,
"Johansson Palmquist, Mr. Oskar Leander",Mr,Yes,Third,Male,26,Young Adult,Southampton,7.7750,Budget,Unknown,,347070,0,0,Solo,Yes,15,
"Johansson, Mr. Erik",Mr,No,Third,Male,22,Young Adult,Southampton,7.7958,Budget,Unknown,,350052,0,0,Solo,No,,
"Johansson, Mr. Gustaf Joel",Mr,No,Third,Male,33,Young Adult,Southampton,8.6542,Budget,Unknown,,7540,0,0,Solo,No,,
"Johansson, Mr. Karl Johan",Mr,No,Third,Male,31,Young Adult,Southampton,7.7750,Budget,Unknown,,347063,0,0,Solo,No,,
"Johansson, Mr. Nils",Mr,No,Third,Male,29,Young Adult,Southampton,7.8542,Budget,Unknown,,347467,0,0,Solo,No,,
"Johnson, Master. Harold Theodor",Master,Yes,Third,Male,4,Child,Southampton,11.1333,Standard,Unknown,,347742,1,1,Small Family,Yes,15,
"Johnson, Miss. Eleanor Ileen",Miss,Yes,Third,Female,1,Child,Southampton,11.1333,Standard,Unknown,,347742,1,1,Small Family,Yes,15,
"Johnson, Mr. Alfred",Mr,No,Third,Male,49,Middle Aged,Southampton,0.0000,Budget,Unknown,,LINE,0,0,Solo,No,,
"Johnson, Mr. Malkolm Joackim",Mr,No,Third,Male,33,Young Adult,Southampton,7.7750,Budget,Unknown,,347062,0,0,Solo,No,,
"Johnson, Mr. William Cahoone Jr",Mr,No,Third,Male,19,Teen,Southampton,0.0000,Budget,Unknown,,LINE,0,0,Solo,No,,
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Mrs,Yes,Third,Female,27,Young Adult,Southampton,11.1333,Standard,Unknown,,347742,0,2,Small Family,Yes,15,
"Johnston, Master. William Arthur ""Willie""",Master,No,Third,Male,,Unknown,Southampton,23.4500,Standard,Unknown,,W./C. 6607,1,2,Small Family,No,,
"Johnston, Miss. Catherine Helen ""Carrie""",Miss,No,Third,Female,,Unknown,Southampton,23.4500,Standard,Unknown,,W./C. 6607,1,2,Small Family,No,,
"Johnston, Mr. Andrew G",Mr,No,Third,Male,,Unknown,Southampton,23.4500,Standard,Unknown,,W./C. 6607,1,2,Small Family,No,,
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",Mrs,No,Third,Female,,Unknown,Southampton,23.4500,Standard,Unknown,,W./C. 6607,1,2,Small Family,No,,
"Jonkoff, Mr. Lalio",Mr,No,Third,Male,23,Young Adult,Southampton,7.8958,Budget,Unknown,,349204,0,0,Solo,No,,
"Jonsson, Mr. Carl",Mr,Yes,Third,Male,32,Young Adult,Southampton,7.8542,Budget,Unknown,,350417,0,0,Solo,Yes,15,
"Jonsson, Mr. Nils Hilding",Mr,No,Third,Male,27,Young Adult,Southampton,7.8542,Budget,Unknown,,350408,0,0,Solo,No,,
"Jussila, Miss. Katriina",Miss,No,Third,Female,20,Young Adult,Southampton,9.8250,Budget,Unknown,,4136,1,0,Small Family,No,,
"Jussila, Miss. Mari Aina",Miss,No,Third,Female,21,Young Adult,Southampton,9.8250,Budget,Unknown,,4137,1,0,Small Family,No,,
"Jussila, Mr. Eiriik",Mr,Yes,Third,Male,32,Young Adult,Southampton,7.9250,Budget,Unknown,,STON/O 2. 3101286,0,0,Solo,Yes,15,
"Kallio, Mr. Nikolai Erland",Mr,No,Third,Male,17,Teen,Southampton,7.1250,Budget,Unknown,,STON/O 2. 3101274,0,0,Solo,No,,
"Kalvik, Mr. Johannes Halvorsen",Mr,No,Third,Male,21,Young Adult,Southampton,8.4333,Budget,Unknown,,8475,0,0,Solo,No,,
"Karaic, Mr. Milan",Mr,No,Third,Male,30,Young Adult,Southampton,7.8958,Budget,Unknown,,349246,0,0,Solo,No,,
"Karlsson, Mr. Einar Gervasius",Mr,Yes,Third,Male,21,Young Adult,Southampton,7.7958,Budget,Unknown,,350053,0,0,Solo,Yes,13,
"Karlsson, Mr. Julius Konrad Eugen",Mr,No,Third,Male,33,Young Adult,Southampton,7.8542,Budget,Unknown,,347465,0,0,Solo,No,,
"Karlsson, Mr. Nils August",Mr,No,Third,Male,22,Young Adult,Southampton,7.5208,Budget,Unknown,,350060,0,0,Solo,No,,
"Karun, Miss. Manca",Miss,Yes,Third,Female,4,Child,Cherbourg,13.4167,Standard,Unknown,,349256,0,1,Small Family,Yes,15,
"Karun, Mr. Franz",Mr,Yes,Third,Male,39,Middle Aged,Cherbourg,13.4167,Standard,Unknown,,349256,0,1,Small Family,Yes,15,
"Kassem, Mr. Fared",Mr,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2700,0,0,Solo,No,,
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",Mr,No,Third,Male,18.5,Teen,Cherbourg,7.2292,Budget,Unknown,,2682,0,0,Solo,No,,
"Keane, Mr. Andrew ""Andy""",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,12460,0,0,Solo,No,,
"Keefe, Mr. Arthur",Mr,No,Third,Male,,Unknown,Southampton,7.2500,Budget,Unknown,,323592,0,0,Solo,Yes,A,
"Kelly, Miss. Anna Katherine ""Annie Kate""",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,9234,0,0,Solo,Yes,16,
"Kelly, Miss. Mary",Miss,Yes,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,14312,0,0,Solo,Yes,D,
"Kelly, Mr. James",Mr,No,Third,Male,34.5,Young Adult,Queenstown,7.8292,Budget,Unknown,,330911,0,0,Solo,No,,
"Kelly, Mr. James",Mr,No,Third,Male,44,Middle Aged,Southampton,8.0500,Budget,Unknown,,363592,0,0,Solo,No,,
"Kennedy, Mr. John",Mr,Yes,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,368783,0,0,Solo,No,,
"Khalil, Mr. Betros",Mr,No,Third,Male,,Unknown,Cherbourg,14.4542,Standard,Unknown,,2660,1,0,Small Family,No,,
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",Mrs,No,Third,Female,,Unknown,Cherbourg,14.4542,Standard,Unknown,,2660,1,0,Small Family,No,,
"Kiernan, Mr. John",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,367227,1,0,Small Family,No,,
"Kiernan, Mr. Philip",Mr,No,Third,Male,,Unknown,Queenstown,7.7500,Budget,Unknown,,367229,1,0,Small Family,No,,
"Kilgannon, Mr. Thomas J",Mr,No,Third,Male,,Unknown,Queenstown,7.7375,Budget,Unknown,,36865,0,0,Solo,No,,
"Kink, Miss. Maria",Miss,No,Third,Female,22,Young Adult,Southampton,8.6625,Budget,Unknown,,315152,2,0,Small Family,No,,
"Kink, Mr. Vincenz",Mr,No,Third,Male,26,Young Adult,Southampton,8.6625,Budget,Unknown,,315151,2,0,Small Family,No,,
"Kink-Heilmann, Miss. Luise Gretchen",Miss,Yes,Third,Female,4,Child,Southampton,22.0250,Standard,Unknown,,315153,0,2,Small Family,Yes,2,
"Kink-Heilmann, Mr. Anton",Mr,Yes,Third,Male,29,Young Adult,Southampton,22.0250,Standard,Unknown,,315153,3,1,Large Family,Yes,2,
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",Mrs,Yes,Third,Female,26,Young Adult,Southampton,22.0250,Standard,Unknown,,315153,1,1,Small Family,Yes,2,
"Klasen, Miss. Gertrud Emilia",Miss,No,Third,Female,1,Child,Southampton,12.1833,Standard,Unknown,,350405,1,1,Small Family,No,,
"Klasen, Mr. Klas Albin",Mr,No,Third,Male,18,Teen,Southampton,7.8542,Budget,Unknown,,350404,1,1,Small Family,No,,
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",Mrs,No,Third,Female,36,Middle Aged,Southampton,12.1833,Standard,Unknown,,350405,0,2,Small Family,No,,
"Kraeff, Mr. Theodor",Mr,No,Third,Male,,Unknown,Cherbourg,7.8958,Budget,Unknown,,349253,0,0,Solo,No,,
"Krekorian, Mr. Neshan",Mr,Yes,Third,Male,25,Young Adult,Cherbourg,7.2292,Budget,F,F E57,2654,0,0,Solo,Yes,10,
"Lahoud, Mr. Sarkis",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2624,0,0,Solo,No,,
"Laitinen, Miss. Kristina Sofia",Miss,No,Third,Female,37,Middle Aged,Southampton,9.5875,Budget,Unknown,,4135,0,0,Solo,No,,
